original_source_line,new_release_line,multiplicity,permutation_source_to_release
8,374,1,0;1;2;3
9,375,1,0;1;2;3
10,8759,1,0;1;2;3
11,503,1,0;1;2;3
12,29359,1,0;1;2;3
13,20114,1,0;1;2;3
14,1,1,0;1;2;3
15,130,1,0;1;2;3
16,133,1,0;1;2;3
17,2,1,0;1;2;3
358,376,2,0;1;2;3
359,631,2,0;1;2;3
360,8770,2,0;1;3;2
361,8836,2,0;1;2;3
362,8973,2,0;1;3;2
363,8835,2,0;1;2;3
364,504,2,0;1;2;3
365,29423,2,0;2;1;3
366,20246,2,0;3;2;1
367,8963,2,0;1;2;3
368,43810,2,0;1;2;3
369,33564,2,0;1;2;3
370,34907,2,0;1;2;3
371,20078,2,0;2;3;1
372,20115,2,0;1;2;3
373,3,2,0;1;2;3
374,135,2,0;1;2;3
1764,44415,3,0;1;2;3
1765,52180,3,0;1;2;3
1766,42960,3,0;3;1;2
1767,35050,3,0;1;2;3
1768,377,3,0;1;2;3
1769,632,3,0;1;2;3
1770,758,3,0;1;2;3
1771,8771,3,0;1;3;2
1772,8837,3,0;1;2;3
1773,8988,3,0;1;3;2
1774,50501,3,0;1;2;3
1775,8760,3,0;1;2;3
1776,9498,3,0;1;2;3
1777,505,3,0;1;2;3
1778,29487,3,0;1;2;3
1779,42806,3,0;3;1;2
1780,20344,3,0;3;1;2
1781,33565,3,0;3;1;2
1782,29360,3,0;1;3;2
1783,33531,3,0;3;1;2
1784,22887,3,0;3;2;1
1785,34906,3,0;1;2;3
1786,4,3,0;1;2;3
1787,138,3,0;1;2;3
2823,44516,4,0;1;2;3
2824,52673,4,0;1;2;3
2825,63007,4,0;3;1;2
2826,65278,4,0;1;2;3
2827,44414,4,0;1;2;3
2828,44033,4,0;1;2;3
2829,20089,4,0;3;1;2
2830,42783,4,0;3;1;2
2831,50523,4,0;3;1;2
2832,58846,4,0;1;2;3
2833,58595,4,0;1;3;2
2834,64408,4,0;1;2;3
2835,50524,4,0;2;1;3
2836,51723,4,0;3;1;2
2837,42784,4,0;3;2;1
2838,43946,4,0;2;3;1
2839,378,4,0;1;2;3
2840,633,4,0;1;2;3
2841,759,4,0;1;2;3
2842,884,4,0;1;2;3
2843,9596,4,0;1;2;3
2844,41939,4,0;1;2;3
2845,42974,4,0;1;3;2
2846,58721,4,0;1;3;2
2847,8838,4,0;1;2;3
2848,8974,4,0;1;2;3
2849,8994,4,0;1;3;2
2850,58658,4,0;1;3;2
2851,20238,4,0;3;2;1
2852,33541,4,0;3;1;2
2853,9587,4,0;1;2;3
2854,58594,4,0;2;1;3
2855,506,4,0;1;2;3
2856,29550,4,0;1;2;3
2857,20220,4,0;2;3;1
2858,33766,4,0;3;2;1
2859,50547,4,0;1;2;3
2860,20502,4,0;3;1;2
2861,42807,4,0;3;1;2
2862,34904,4,0;3;2;1
2863,29424,4,0;1;3;2
2864,34908,4,0;2;3;1
2865,5,4,0;1;2;3
2866,143,4,0;1;2;3
2867,141,4,0;1;2;3
5116,52672,5,0;1;2;3
5117,52821,5,0;1;2;3
5118,63015,5,0;1;3;2
5119,65716,5,0;1;2;3
5120,73642,5,0;1;2;3
5121,23466,5,0;3;2;1
5122,44517,5,0;3;2;1
5123,74611,5,0;3;1;2
5124,52350,5,0;1;2;3
5125,72005,5,0;1;2;3
5126,42961,5,0;3;1;2
5127,64504,5,0;3;2;1
5128,58909,5,0;1;2;3
5129,62849,5,0;1;2;3
5130,63014,5,0;1;3;2
5131,71805,5,0;1;3;2
5132,50790,5,0;3;1;2
5133,73044,5,0;1;3;2
5134,43938,5,0;3;2;1
5135,58659,5,0;1;3;2
5136,71797,5,0;1;3;2
5137,35159,5,0;3;1;2
5138,379,5,0;1;2;3
5139,634,5,0;1;2;3
5140,760,5,0;1;2;3
5141,885,5,0;1;2;3
5142,1009,5,0;1;2;3
5143,9515,5,0;1;2;3
5144,9722,5,0;1;2;3
5145,9508,5,0;1;3;2
5146,58784,5,0;1;2;3
5147,42928,5,0;3;1;2
5148,8839,5,0;1;2;3
5149,9005,5,0;1;3;2
5150,8995,5,0;1;3;2
5151,72878,5,0;2;1;3
5152,35161,5,0;3;2;1
5153,35058,5,0;3;2;1
5154,9706,5,0;1;2;3
5155,20128,5,0;1;3;2
5156,20079,5,0;2;3;1
5157,507,5,0;1;2;3
5158,8964,5,0;1;3;2
5159,29613,5,0;1;2;3
5160,33870,5,0;3;2;1
5161,50548,5,0;1;3;2
5162,62872,5,0;1;2;3
5163,20664,5,0;3;1;2
5164,29361,5,0;1;3;2
5165,42805,5,0;1;2;3
5166,20127,5,0;2;3;1
5167,29488,5,0;1;2;3
5168,20116,5,0;3;2;1
5169,6,5,0;1;2;3
5170,148,5,0;1;2;3
5923,82353,6,0;2;1;3
5924,44416,6,0;2;3;1
5925,63116,6,0;1;3;2
5926,64896,6,0;1;3;2
5927,65403,6,0;1;2;3
5928,52674,6,0;2;1;3
5929,65715,6,0;1;2;3
5930,65913,6,0;1;2;3
5931,72012,6,0;1;3;2
5932,50802,6,0;3;1;2
5933,82953,6,0;3;1;2
5934,75055,6,0;1;2;3
5935,20227,6,0;3;1;2
5936,50682,6,0;3;1;2
5937,79975,6,0;1;2;3
5938,80870,6,0;1;3;2
5939,82447,6,0;3;1;2
5940,52182,6,0;3;1;2
5941,44412,6,0;3;2;1
5942,44610,6,0;3;2;1
5943,83732,6,0;1;2;3
5944,52265,6,0;2;3;1
5945,73735,6,0;3;2;1
5946,33871,6,0;3;2;1
5947,63016,6,0;1;3;2
5948,79927,6,0;1;3;2
5949,35630,6,0;3;2;1
5950,35713,6,0;3;2;1
5951,51840,6,0;3;1;2
5952,58971,6,0;1;2;3
5953,58596,6,0;1;3;2
5954,58722,6,0;1;3;2
5955,50801,6,0;3;2;1
5956,51898,6,0;3;1;2
5957,82124,6,0;1;2;3
5958,71821,6,0;2;1;3
5959,51725,6,0;3;1;2
5960,62833,6,0;3;2;1
5961,33567,6,0;3;2;1
5962,73051,6,0;1;2;3
5963,62822,6,0;3;1;2
5964,33568,6,0;3;2;1
5965,35068,6,0;3;2;1
5966,380,6,0;1;2;3
5967,635,6,0;1;2;3
5968,761,6,0;1;2;3
5969,886,6,0;1;2;3
5970,1010,6,0;1;2;3
5971,1133,6,0;1;2;3
5972,9610,6,0;1;2;3
5973,9737,6,0;1;3;2
5974,9846,6,0;1;2;3
5975,9597,6,0;1;3;2
5976,41964,6,0;1;2;3
5977,50818,6,0;1;3;2
5978,58847,6,0;1;2;3
5979,63023,6,0;1;3;2
5980,43811,6,0;2;3;1
5981,8840,6,0;1;2;3
5982,9015,6,0;1;3;2
5983,20321,6,0;3;2;1
5984,33542,6,0;3;2;1
5985,33772,6,0;1;3;2
5986,35048,6,0;3;2;1
5987,9819,6,0;1;2;3
5988,51586,6,0;2;1;3
5989,22888,6,0;3;2;1
5990,508,6,0;1;2;3
5991,29675,6,0;1;2;3
5992,20299,6,0;2;3;1
5993,29425,6,0;1;3;2
5994,33962,6,0;3;2;1
5995,62873,6,0;1;3;2
5996,71863,6,0;1;2;3
5997,20723,6,0;3;1;2
5998,43969,6,0;3;1;2
5999,63115,6,0;1;3;2
6000,72020,6,0;1;2;3
6001,29551,6,0;1;2;3
6002,7,6,0;1;2;3
6003,152,6,0;1;2;3
7219,90958,7,0;2;1;3
7220,64847,7,0;1;2;3
7221,52264,7,0;3;1;2
7222,82999,7,0;3;2;1
7223,74718,7,0;1;2;3
7224,90559,7,0;3;1;2
7225,75054,7,0;1;2;3
7226,75158,7,0;1;2;3
7227,79956,7,0;1;3;2
7228,81036,7,0;1;3;2
7229,82445,7,0;1;3;2
7230,52390,7,0;3;2;1
7231,84057,7,0;1;2;3
7232,89111,7,0;1;3;2
7233,20334,7,0;3;2;1
7234,91527,7,0;1;2;3
7235,50803,7,0;3;1;2
7236,64829,7,0;3;1;2
7237,64966,7,0;3;2;1
7238,65280,7,0;3;1;2
7239,92292,7,0;1;2;3
7240,52822,7,0;3;2;1
7241,20504,7,0;1;3;2
7242,63233,7,0;1;3;2
7243,80891,7,0;1;2;3
7244,80857,7,0;1;3;2
7245,88925,7,0;1;2;3
7246,89023,7,0;1;2;3
7247,50791,7,0;3;1;2
7248,52184,7,0;3;1;2
7249,35631,7,0;3;2;1
7250,36310,7,0;3;2;1
7251,91148,7,0;1;3;2
7252,82153,7,0;3;2;1
7253,59033,7,0;1;2;3
7254,58785,7,0;1;3;2
7255,63232,7,0;1;3;2
7256,20250,7,0;3;2;1
7257,20503,7,0;3;2;1
7258,81035,7,0;1;3;2
7259,88917,7,0;1;2;3
7260,88734,7,0;1;3;2
7261,63211,7,0;3;1;2
7262,89902,7,0;1;3;2
7263,90013,7,0;1;3;2
7264,44079,7,0;3;1;2
7265,22982,7,0;3;2;1
7266,58660,7,0;1;3;2
7267,20322,7,0;3;2;1
7268,35051,7,0;3;2;1
7269,33752,7,0;3;2;1
7270,381,7,0;1;2;3
7271,636,7,0;1;2;3
7272,762,7,0;1;2;3
7273,887,7,0;1;2;3
7274,1011,7,0;1;2;3
7275,1134,7,0;1;2;3
7276,1256,7,0;1;2;3
7277,9715,7,0;1;2;3
7278,9728,7,0;1;2;3
7279,9840,7,0;1;2;3
7280,9847,7,0;1;2;3
7281,9990,7,0;1;2;3
7282,9521,7,0;1;3;2
7283,43829,7,0;1;2;3
7284,58910,7,0;1;2;3
7285,51933,7,0;3;1;2
7286,8841,7,0;1;2;3
7287,9024,7,0;1;3;2
7288,8975,7,0;1;3;2
7289,9006,7,0;1;3;2
7290,50696,7,0;1;2;3
7291,34918,7,0;3;1;2
7292,9976,7,0;1;2;3
7293,9499,7,0;1;3;2
7294,509,7,0;1;2;3
7295,29737,7,0;1;2;3
7296,29489,7,0;1;3;2
7297,33594,7,0;1;2;3
7298,33519,7,0;2;3;1
7299,34025,7,0;3;2;1
7300,71864,7,0;1;3;2
7301,80786,7,0;1;2;3
7302,20809,7,0;3;1;2
7303,33566,7,0;3;1;2
7304,33595,7,0;3;2;1
7305,29362,7,0;1;3;2
7306,29614,7,0;1;2;3
7307,33532,7,0;3;2;1
7308,8,7,0;1;2;3
7309,136,7,0;1;2;3
7310,156,7,0;1;2;3
8775,64846,8,0;1;2;3
8776,52675,8,0;2;3;1
8777,64976,8,0;3;1;2
8778,102698,8,0;2;1;3
8779,74091,8,0;1;3;2
8780,74313,8,0;1;2;3
8781,65339,8,0;3;1;2
8782,65717,8,0;2;1;3
8783,91585,8,0;3;2;1
8784,81043,8,0;1;3;2
8785,82850,8,0;1;3;2
8786,65334,8,0;2;3;1
8787,83804,8,0;1;2;3
8788,84056,8,0;1;2;3
8789,84148,8,0;1;2;3
8790,89029,8,0;1;3;2
8791,23388,8,0;2;3;1
8792,23392,8,0;2;1;3
8793,92692,8,0;1;2;3
8794,20308,8,0;3;1;2
8795,97202,8,0;1;2;3
8796,63105,8,0;3;1;2
8797,97252,8,0;1;2;3
8798,81025,8,0;3;1;2
8799,97277,8,0;1;2;3
8800,97302,8,0;1;2;3
8801,97327,8,0;1;2;3
8802,97126,8,0;1;3;2
8803,97177,8,0;1;3;2
8804,97227,8,0;1;3;2
8805,99604,8,0;1;3;2
8806,81186,8,0;3;1;2
8807,102364,8,0;1;2;3
8808,52346,8,0;3;2;1
8809,44513,8,0;3;2;1
8810,103685,8,0;1;2;3
8811,82498,8,0;3;1;2
8812,20251,8,0;3;2;1
8813,52342,8,0;3;1;2
8814,65446,8,0;3;1;2
8815,82358,8,0;3;1;2
8816,52671,8,0;3;2;1
8817,73732,8,0;3;1;2
8818,24348,8,0;3;2;1
8819,104316,8,0;1;2;3
8820,83421,8,0;3;1;2
8821,65924,8,0;3;2;1
8822,65342,8,0;2;3;1
8823,97151,8,0;2;1;3
8824,90625,8,0;3;2;1
8825,80892,8,0;1;3;2
8826,33767,8,0;3;2;1
8827,33963,8,0;3;2;1
8828,81037,8,0;1;3;2
8829,43081,8,0;3;1;2
8830,97152,8,0;1;3;2
8831,36252,8,0;3;2;1
8832,36253,8,0;3;2;1
8833,59094,8,0;1;2;3
8834,58597,8,0;1;3;2
8835,58723,8,0;1;3;2
8836,58848,8,0;1;3;2
8837,62850,8,0;1;2;3
8838,64554,8,0;3;1;2
8839,23104,8,0;3;2;1
8840,50525,8,0;2;3;1
8841,73238,8,0;3;1;2
8842,51726,8,0;2;3;1
8843,101467,8,0;3;1;2
8844,89915,8,0;1;3;2
8845,43947,8,0;3;2;1
8846,71839,8,0;2;1;3
8847,64423,8,0;3;1;2
8848,99467,8,0;1;2;3
8849,43302,8,0;3;1;2
8850,101325,8,0;1;3;2
8851,44147,8,0;3;1;2
8852,99699,8,0;1;3;2
8853,20479,8,0;3;2;1
8854,80745,8,0;3;1;2
8855,88744,8,0;2;1;3
8856,20130,8,0;3;2;1
8857,101417,8,0;1;2;3
8858,20090,8,0;3;2;1
8859,20239,8,0;3;2;1
8860,35162,8,0;3;2;1
8861,382,8,0;1;2;3
8862,637,8,0;1;2;3
8863,763,8,0;1;2;3
8864,888,8,0;1;2;3
8865,1012,8,0;1;2;3
8866,1135,8,0;1;2;3
8867,1257,8,0;1;2;3
8868,1378,8,0;1;2;3
8869,9828,8,0;1;2;3
8870,9856,8,0;1;2;3
8871,9864,8,0;1;3;2
8872,9865,8,0;1;3;2
8873,10114,8,0;1;2;3
8874,8778,8,0;1;3;2
8875,9611,8,0;1;3;2
8876,41989,8,0;1;2;3
8877,43828,8,0;1;2;3
8878,58972,8,0;1;2;3
8879,63246,8,0;1;3;2
8880,80902,8,0;1;3;2
8881,42790,8,0;3;2;1
8882,43815,8,0;3;1;2
8883,51587,8,0;3;1;2
8884,22891,8,0;3;2;1
8885,50502,8,0;3;2;1
8886,8842,8,0;1;2;3
8887,9032,8,0;1;3;2
8888,20464,8,0;2;1;3
8889,34934,8,0;3;2;1
8890,35156,8,0;3;2;1
8891,10080,8,0;1;2;3
8892,8761,8,0;1;3;2
8893,23046,8,0;2;3;1
8894,50494,8,0;1;2;3
8895,22889,8,0;2;3;1
8896,510,8,0;1;2;3
8897,20126,8,0;1;2;3
8898,29798,8,0;1;2;3
8899,20448,8,0;2;3;1
8900,29426,8,0;1;3;2
8901,29552,8,0;1;3;2
8902,34106,8,0;3;2;1
8903,80787,8,0;1;3;2
8904,88793,8,0;1;2;3
8905,20893,8,0;3;1;2
8906,51845,8,0;3;1;2
8907,29676,8,0;1;2;3
8908,34909,8,0;3;2;1
8909,144,8,0;1;2;3
8910,9,8,0;1;2;3
8911,159,8,0;1;2;3
11330,102438,9,0;2;1;3
11331,63117,9,0;1;2;3
11332,64845,9,0;1;2;3
11333,72109,9,0;1;3;2
11334,102403,9,0;3;2;1
11335,113192,9,0;2;1;3
11336,79985,9,0;1;2;3
11337,80004,9,0;1;2;3
11338,80879,9,0;1;2;3
11339,82957,9,0;1;2;3
11340,52188,9,0;2;1;3
11341,65283,9,0;2;1;3
11342,103736,9,0;3;2;1
11343,89042,9,0;1;2;3
11344,91529,9,0;1;3;2
11345,63234,9,0;3;2;1
11346,92379,9,0;1;2;3
11347,92691,9,0;1;2;3
11348,92738,9,0;1;2;3
11349,91033,9,0;3;1;2
11350,97203,9,0;1;3;2
11351,99623,9,0;1;2;3
11352,101747,9,0;1;3;2
11353,73561,9,0;2;1;3
11354,88920,9,0;3;1;2
11355,99846,9,0;1;3;2
11356,99847,9,0;1;3;2
11357,99848,9,0;1;3;2
11358,101899,9,0;1;3;2
11359,102708,9,0;1;3;2
11360,82840,9,0;2;3;1
11361,102699,9,0;1;3;2
11362,73570,9,0;3;1;2
11363,104558,9,0;1;2;3
11364,110292,9,0;1;2;3
11365,63400,9,0;3;1;2
11366,111917,9,0;1;2;3
11367,110253,9,0;1;3;2
11368,110268,9,0;1;3;2
11369,99815,9,0;3;1;2
11370,74161,9,0;3;1;2
11371,112936,9,0;1;2;3
11372,50767,9,0;3;1;2
11373,50804,9,0;3;1;2
11374,45336,9,0;3;2;1
11375,72021,9,0;2;1;3
11376,113672,9,0;1;2;3
11377,101896,9,0;3;1;2
11378,44518,9,0;3;2;1
11379,45670,9,0;3;2;1
11380,73736,9,0;3;1;2
11381,45767,9,0;3;2;1
11382,114462,9,0;1;2;3
11383,103686,9,0;3;1;2
11384,44432,9,0;3;2;1
11385,65337,9,0;3;2;1
11386,104013,9,0;3;1;2
11387,65914,9,0;3;2;1
11388,34032,9,0;1;3;2
11389,110435,9,0;3;1;2
11390,83533,9,0;1;2;3
11391,89018,9,0;1;3;2
11392,81268,9,0;3;1;2
11393,112169,9,0;1;3;2
11394,35712,9,0;3;1;2
11395,63212,9,0;3;1;2
11396,33758,9,0;3;2;1
11397,52183,9,0;3;1;2
11398,36879,9,0;2;3;1
11399,36255,9,0;3;2;1
11400,43948,9,0;1;3;2
11401,58786,9,0;1;2;3
11402,58911,9,0;1;2;3
11403,59155,9,0;1;2;3
11404,101514,9,0;3;2;1
11405,71999,9,0;1;3;2
11406,73279,9,0;1;3;2
11407,63463,9,0;3;1;2
11408,82133,9,0;1;2;3
11409,20349,9,0;3;2;1
11410,90023,9,0;1;2;3
11411,90031,9,0;1;2;3
11412,90079,9,0;1;3;2
11413,99845,9,0;1;3;2
11414,101473,9,0;1;3;2
11415,23061,9,0;3;1;2
11416,20095,9,0;3;1;2
11417,50530,9,0;3;1;2
11418,110022,9,0;1;3;2
11419,72219,9,0;3;1;2
11420,111382,9,0;1;3;2
11421,111495,9,0;1;3;2
11422,42963,9,0;3;2;1
11423,51998,9,0;3;1;2
11424,22974,9,0;3;2;1
11425,82064,9,0;3;1;2
11426,51931,9,0;3;1;2
11427,64424,9,0;2;1;3
11428,101319,9,0;3;1;2
11429,73064,9,0;2;1;3
11430,50531,9,0;3;2;1
11431,58661,9,0;1;3;2
11432,383,9,0;1;2;3
11433,638,9,0;1;2;3
11434,764,9,0;1;2;3
11435,889,9,0;1;2;3
11436,1013,9,0;1;2;3
11437,1136,9,0;1;2;3
11438,1258,9,0;1;2;3
11439,1379,9,0;1;2;3
11440,1499,9,0;1;2;3
11441,9984,9,0;1;2;3
11442,9999,9,0;1;2;3
11443,10104,9,0;1;2;3
11444,10281,9,0;1;2;3
11445,8772,9,0;1;3;2
11446,8779,9,0;1;3;2
11447,9620,9,0;1;3;2
11448,43827,9,0;1;2;3
11449,111316,9,0;2;1;3
11450,50224,9,0;1;2;3
11451,59034,9,0;1;2;3
11452,63124,9,0;1;2;3
11453,81053,9,0;1;3;2
11454,110012,9,0;1;3;2
11455,44083,9,0;3;2;1
11456,51595,9,0;3;1;2
11457,8843,9,0;1;2;3
11458,9040,9,0;1;3;2
11459,8989,9,0;1;3;2
11460,9016,9,0;1;3;2
11461,50704,9,0;3;1;2
11462,34920,9,0;3;2;1
11463,10258,9,0;1;2;3
11464,9588,9,0;1;3;2
11465,41940,9,0;1;3;2
11466,42774,9,0;3;1;2
11467,42819,9,0;3;1;2
11468,42818,9,0;2;3;1
11469,511,9,0;1;2;3
11470,29615,9,0;1;2;3
11471,29859,9,0;1;2;3
11472,29490,9,0;1;3;2
11473,34143,9,0;3;2;1
11474,88794,9,0;1;3;2
11475,99513,9,0;1;2;3
11476,21054,9,0;3;1;2
11477,29363,9,0;1;3;2
11478,29738,9,0;1;2;3
11479,10,9,0;1;2;3
11480,163,9,0;1;2;3
12954,20480,10,0;1;3;2
12955,91216,10,0;2;1;3
12956,120681,10,0;2;1;3
12957,64844,10,0;1;2;3
12958,52278,10,0;3;2;1
12959,52676,10,0;2;3;1
12960,65718,10,0;2;3;1
12961,64978,10,0;3;1;2
12962,73797,10,0;3;1;2
12963,74258,10,0;3;1;2
12964,79937,10,0;1;3;2
12965,82558,10,0;3;1;2
12966,81274,10,0;1;3;2
12967,75056,10,0;2;1;3
12968,112977,10,0;3;2;1
12969,122528,10,0;2;1;3
12970,89108,10,0;1;3;2
12971,92064,10,0;1;2;3
12972,113705,10,0;3;2;1
12973,97328,10,0;1;2;3
12974,97352,10,0;1;2;3
12975,97377,10,0;1;2;3
12976,97127,10,0;1;3;2
12977,97253,10,0;1;3;2
12978,99876,10,0;1;3;2
12979,99806,10,0;1;3;2
12980,102748,10,0;1;2;3
12981,45130,10,0;2;3;1
12982,103672,10,0;1;3;2
12983,44627,10,0;3;2;1
12984,104356,10,0;1;2;3
12985,104557,10,0;1;2;3
12986,104805,10,0;1;2;3
12987,110161,10,0;1;2;3
12988,110304,10,0;1;2;3
12989,110440,10,0;1;3;2
12990,64972,10,0;3;2;1
12991,52186,10,0;2;3;1
12992,112997,10,0;1;3;2
12993,104015,10,0;3;1;2
12994,114704,10,0;1;2;3
12995,20454,10,0;3;1;2
12996,72166,10,0;3;1;2
12997,118813,10,0;1;2;3
12998,118822,10,0;1;2;3
12999,118792,10,0;1;3;2
13000,119356,10,0;1;2;3
13001,119348,10,0;1;3;2
13002,110267,10,0;3;1;2
13003,120685,10,0;1;3;2
13004,120756,10,0;1;3;2
13005,51035,10,0;3;1;2
13006,121372,10,0;1;2;3
13007,73563,10,0;2;1;3
13008,120830,10,0;1;3;2
13009,121287,10,0;1;3;2
13010,44596,10,0;3;2;1
13011,43160,10,0;3;2;1
13012,52937,10,0;3;2;1
13013,121682,10,0;1;3;2
13014,122238,10,0;1;2;3
13015,119671,10,0;1;3;2
13016,42951,10,0;3;2;1
13017,45175,10,0;3;1;2
13018,52820,10,0;3;2;1
13019,72095,10,0;3;1;2
13020,44423,10,0;3;2;1
13021,122966,10,0;1;2;3
13022,101816,10,0;3;1;2
13023,20506,10,0;3;2;1
13024,65974,10,0;3;2;1
13025,65727,10,0;3;2;1
13026,65714,10,0;3;2;1
13027,83041,10,0;3;1;2
13028,42983,10,0;2;3;1
13029,65985,10,0;3;2;1
13030,123532,10,0;1;2;3
13031,73650,10,0;3;2;1
13032,74658,10,0;2;3;1
13033,111953,10,0;3;2;1
13034,82496,10,0;1;3;2
13035,74253,10,0;3;1;2
13036,91154,10,0;1;3;2
13037,99624,10,0;1;3;2
13038,33872,10,0;3;2;1
13039,34026,10,0;3;2;1
13040,99849,10,0;1;3;2
13041,35641,10,0;2;3;1
13042,110302,10,0;1;2;3
13043,110303,10,0;1;2;3
13044,34180,10,0;3;2;1
13045,36842,10,0;3;2;1
13046,74090,10,0;3;1;2
13047,36883,10,0;3;2;1
13048,114220,10,0;3;1;2
13049,58973,10,0;1;2;3
13050,59215,10,0;1;2;3
13051,58598,10,0;1;3;2
13052,58724,10,0;1;3;2
13053,58849,10,0;1;3;2
13054,73070,10,0;1;3;2
13055,73280,10,0;3;1;2
13056,73241,10,0;3;1;2
13057,88725,10,0;1;3;2
13058,101422,10,0;1;3;2
13059,50551,10,0;2;3;1
13060,110169,10,0;2;3;1
13061,110301,10,0;1;2;3
13062,73339,10,0;3;1;2
13063,44047,10,0;3;2;1
13064,20881,10,0;3;1;2
13065,120464,10,0;1;2;3
13066,120290,10,0;1;3;2
13067,110027,10,0;2;1;3
13068,82065,10,0;3;1;2
13069,20129,10,0;2;3;1
13070,22975,10,0;3;2;1
13071,62855,10,0;2;3;1
13072,99461,10,0;3;2;1
13073,80890,10,0;3;1;2
